pivot_1,pivot_2,pivot_3,pivot_4,torque_pivot_1,torque_pivot_2,torque_pivot_3,torque_pivot_4
0.042624818843150405,0.018267779504207313,0.018267779504207313,-0.05480333851262195,-5.551115123125783e-17,1.3010426069826053e-18,4.336808689942018e-19,1.734723475976807e-18
0.042624818843150405,0.018267779504207313,0.018267779504207313,-0.042624818843150405,0.0,4.336808689942018e-19,1.3010426069826053e-18,-1.0408340855860843e-17
0.042624818843150405,0.018267779504207313,0.018267779504207313,-0.030446299173678863,-5.551115123125783e-17,1.951563910473908e-18,1.734723475976807e-18,-6.245004513516506e-17
0.042624818843150405,0.018267779504207313,0.018267779504207313,-0.01826777950420732,-5.551115123125783e-17,1.5178830414797062e-18,-5.637851296924623e-18,-3.469446951953614e-17
0.042624818843150405,0.018267779504207313,0.018267779504207313,-0.006089259834735773,-8.326672684688674e-17,-6.505213034913027e-19,-4.336808689942018e-19,1.5612511283791264e-17
0.042624818843150405,0.018267779504207313,0.018267779504207313,0.006089259834735773,-2.7755575615628914e-17,-2.8189256484623115e-18,-8.673617379884035e-19,-2.949029909160572e-17
0.042624818843150405,0.018267779504207313,0.018267779504207313,0.018267779504207313,-1.3877787807814457e-16,1.5178830414797062e-18,-4.7704895589362195e-18,-1.734723475976807e-17
0.042624818843150405,0.018267779504207313,0.018267779504207313,0.03044629917367886,1.1102230246251565e-16,6.505213034913027e-19,-2.6020852139652106e-18,3.469446951953614e-17
0.042624818843150405,0.018267779504207313,0.018267779504207313,0.042624818843150405,0.0,8.673617379884035e-19,-4.336808689942018e-18,8.847089727481716e-17
0.042624818843150405,0.018267779504207313,0.018267779504207313,0.05480333851262195,2.220446049250313e-16,-8.673617379884035e-19,-1.3010426069826053e-18,3.2959746043559335e-17
0.042624818843150405,0.018267779504207313,0.03044629917367886,-0.05480333851262195,8.326672684688674e-17,-1.734723475976807e-18,8.673617379884035e-19,-1.3877787807814457e-17
0.042624818843150405,0.018267779504207313,0.03044629917367886,-0.042624818843150405,-8.326672684688674e-17,-2.6020852139652106e-18,-8.673617379884035e-19,-3.642919299551295e-17
0.042624818843150405,0.018267779504207313,0.03044629917367886,-0.030446299173678863,1.942890293094024e-16,2.6020852139652106e-18,-8.673617379884035e-19,-4.5102810375396984e-17
0.042624818843150405,0.018267779504207313,0.03044629917367886,-0.01826777950420732,1.6653345369377348e-16,4.336808689942018e-19,-3.903127820947816e-18,6.938893903907228e-18
0.042624818843150405,0.018267779504207313,0.03044629917367886,-0.006089259834735773,1.6653345369377348e-16,-1.0842021724855044e-18,2.168404344971009e-18,-5.0306980803327406e-17
0.042624818843150405,0.018267779504207313,0.03044629917367886,0.006089259834735773,1.1102230246251565e-16,-6.505213034913027e-19,1.734723475976807e-18,4.163336342344337e-17
0.042624818843150405,0.018267779504207313,0.03044629917367886,0.018267779504207313,0.0,6.505213034913027e-19,-2.168404344971009e-18,-2.6020852139652106e-17
0.042624818843150405,0.018267779504207313,0.03044629917367886,0.03044629917367886,5.551115123125783e-17,3.0357660829594124e-18,-8.673617379884035e-19,-1.734723475976807e-17
0.042624818843150405,0.018267779504207313,0.03044629917367886,0.042624818843150405,2.7755575615628914e-17,6.505213034913027e-19,-1.3010426069826053e-18,1.3877787807814457e-17
0.042624818843150405,0.018267779504207313,0.03044629917367886,0.05480333851262195,-1.942890293094024e-16,-9.75781955236954e-19,-3.903127820947816e-18,-3.642919299551295e-17
0.042624818843150405,0.018267779504207313,0.042624818843150405,-0.05480333851262195,0.0,-3.2526065174565133e-18,-4.7704895589362195e-18,3.122502256758253e-17
0.042624818843150405,0.018267779504207313,0.042624818843150405,-0.042624818843150405,2.7755575615628914e-17,-1.5178830414797062e-18,4.336808689942018e-19,-2.6020852139652106e-17
0.042624818843150405,0.018267779504207313,0.042624818843150405,-0.030446299173678863,8.326672684688674e-17,-3.2526065174565133e-18,8.673617379884035e-19,-4.163336342344337e-17
0.042624818843150405,0.018267779504207313,0.042624818843150405,-0.01826777950420732,8.326672684688674e-17,-2.3852447794681098e-18,2.168404344971009e-18,-2.0816681711721685e-17
0.042624818843150405,0.018267779504207313,0.042624818843150405,-0.006089259834735773,5.551115123125783e-17,1.0842021724855044e-18,-6.071532165918825e-18,-4.336808689942018e-17
0.042624818843150405,0.018267779504207313,0.042624818843150405,0.006089259834735773,2.7755575615628914e-17,6.505213034913027e-19,3.469446951953614e-18,-1.3877787807814457e-17
0.042624818843150405,0.018267779504207313,0.042624818843150405,0.018267779504207313,-2.7755575615628914e-17,4.336808689942018e-18,-1.734723475976807e-18,-4.336808689942018e-17
0.042624818843150405,0.018267779504207313,0.042624818843150405,0.03044629917367886,-1.6653345369377348e-16,0.0,8.673617379884035e-19,3.2959746043559335e-17
0.042624818843150405,0.018267779504207313,0.042624818843150405,0.042624818843150405,-1.3877787807814457e-16,6.505213034913027e-19,-4.336808689942018e-19,-4.85722573273506e-17
0.042624818843150405,0.018267779504207313,0.042624818843150405,0.05480333851262195,0.0,-1.4094628242311558e-18,-2.168404344971009e-18,-3.2959746043559335e-17
0.042624818843150405,0.018267779504207313,0.05480333851262195,-0.05480333851262195,0.0,2.168404344971009e-18,-3.0357660829594124e-18,2.949029909160572e-17
0.042624818843150405,0.018267779504207313,0.05480333851262195,-0.042624818843150405,2.7755575615628914e-17,2.3852447794681098e-18,-1.734723475976807e-18,3.2959746043559335e-17
0.042624818843150405,0.018267779504207313,0.05480333851262195,-0.030446299173678863,1.1102230246251565e-16,2.168404344971009e-18,-1.3010426069826053e-18,-3.9898639947466563e-17
0.042624818843150405,0.018267779504207313,0.05480333851262195,-0.01826777950420732,0.0,3.0357660829594124e-18,8.673617379884035e-19,1.0408340855860843e-17
0.042624818843150405,0.018267779504207313,0.05480333851262195,-0.006089259834735773,-8.326672684688674e-17,2.6020852139652106e-18,-3.0357660829594124e-18,-1.5612511283791264e-17
0.042624818843150405,0.018267779504207313,0.05480333851262195,0.006089259834735773,2.7755575615628914e-17,-6.5052130349130266e-18,-5.637851296924623e-18,-2.0816681711721685e-17
0.042624818843150405,0.018267779504207313,0.05480333851262195,0.018267779504207313,0.0,-6.5052130349130266e-18,1.734723475976807e-18,-3.9898639947466563e-17
0.042624818843150405,0.018267779504207313,0.05480333851262195,0.03044629917367886,5.551115123125783e-17,9.540979117872439e-18,4.336808689942018e-19,6.938893903907228e-18
0.042624818843150405,0.018267779504207313,0.05480333851262195,0.042624818843150405,1.6653345369377348e-16,-3.2526065174565133e-19,-2.6020852139652106e-18,2.42861286636753e-17
0.042624818843150405,0.018267779504207313,0.05480333851262195,0.05480333851262195,5.551115123125783e-17,-3.0357660829594124e-18,-3.903127820947816e-18,6.591949208711867e-17
0.042624818843150405,0.03044629917367886,-0.05480333851262195,-0.05480333851262195,2.7755575615628914e-17,9.107298248878237e-18,4.336808689942018e-18,2.6020852139652106e-17
0.042624818843150405,0.03044629917367886,-0.05480333851262195,-0.042624818843150405,1.942890293094024e-16,4.553649124439119e-18,-1.734723475976807e-18,-4.683753385137379e-17
0.042624818843150405,0.03044629917367886,-0.05480333851262195,-0.030446299173678863,-8.326672684688674e-17,-4.7704895589362195e-18,-5.204170427930421e-18,-3.469446951953614e-18
0.042624818843150405,0.03044629917367886,-0.05480333851262195,-0.01826777950420732,5.551115123125783e-17,-1.0842021724855044e-18,1.734723475976807e-18,-1.3877787807814457e-17
0.042624818843150405,0.03044629917367886,-0.05480333851262195,-0.006089259834735773,-1.1102230246251565e-16,-4.336808689942018e-19,0.0,-3.9898639947466563e-17
0.042624818843150405,0.03044629917367886,-0.05480333851262195,0.006089259834735773,8.326672684688674e-17,1.734723475976807e-18,0.0,1.214306433183765e-17
0.042624818843150405,0.03044629917367886,-0.05480333851262195,0.018267779504207313,1.3877787807814457e-16,-4.336808689942018e-18,3.0357660829594124e-18,3.469446951953614e-18
0.042624818843150405,0.03044629917367886,-0.05480333851262195,0.03044629917367886,1.1102230246251565e-16,2.168404344971009e-18,-8.673617379884035e-19,6.938893903907228e-18
0.042624818843150405,0.03044629917367886,-0.05480333851262195,0.042624818843150405,1.1102230246251565e-16,-7.37257477290143e-18,8.673617379884035e-19,6.591949208711867e-17
0.042624818843150405,0.03044629917367886,-0.05480333851262195,0.05480333851262195,2.7755575615628914e-17,8.890457814381136e-18,-8.673617379884035e-19,7.892991815694472e-17
0.042624818843150405,0.03044629917367886,-0.042624818843150405,-0.05480333851262195,1.3877787807814457e-16,1.0842021724855044e-18,0.0,7.28583859910259e-17
0.042624818843150405,0.03044629917367886,-0.042624818843150405,-0.042624818843150405,2.7755575615628914e-17,1.951563910473908e-18,-2.6020852139652106e-18,-1.734723475976807e-18
0.042624818843150405,0.03044629917367886,-0.042624818843150405,-0.030446299173678863,8.326672684688674e-17,-1.3010426069826053e-18,6.938893903907228e-18,-1.734723475976807e-18
0.042624818843150405,0.03044629917367886,-0.042624818843150405,-0.01826777950420732,1.942890293094024e-16,-4.336808689942018e-19,-1.3010426069826053e-18,7.632783294297951e-17
0.042624818843150405,0.03044629917367886,-0.042624818843150405,-0.006089259834735773,-1.1102230246251565e-16,-4.336808689942018e-19,-4.336808689942018e-19,-1.5612511283791264e-17
0.042624818843150405,0.03044629917367886,-0.042624818843150405,0.006089259834735773,-1.3877787807814457e-16,-2.8189256484623115e-18,5.204170427930421e-18,1.214306433183765e-17
0.042624818843150405,0.03044629917367886,-0.042624818843150405,0.018267779504207313,-1.1102230246251565e-16,4.336808689942018e-19,-4.336808689942018e-19,5.204170427930421e-18
0.042624818843150405,0.03044629917367886,-0.042624818843150405,0.03044629917367886,1.6653345369377348e-16,-6.505213034913027e-19,-1.734723475976807e-18,6.071532165918825e-17
0.042624818843150405,0.03044629917367886,-0.042624818843150405,0.042624818843150405,2.498001805406602e-16,-3.903127820947816e-18,-8.673617379884035e-19,2.949029909160572e-17
0.042624818843150405,0.03044629917367886,-0.042624818843150405,0.05480333851262195,5.551115123125783e-17,6.505213034913027e-19,-1.734723475976807e-18,-2.42861286636753e-17
0.042624818843150405,0.03044629917367886,-0.030446299173678863,-0.05480333851262195,8.326672684688674e-17,1.734723475976807e-18,3.469446951953614e-18,0.0
0.042624818843150405,0.03044629917367886,-0.030446299173678863,-0.042624818843150405,0.0,-6.505213034913027e-19,2.168404344971009e-18,3.2959746043559335e-17
0.042624818843150405,0.03044629917367886,-0.030446299173678863,-0.030446299173678863,-5.551115123125783e-17,-8.673617379884035e-19,4.7704895589362195e-18,3.469446951953614e-18
0.042624818843150405,0.03044629917367886,-0.030446299173678863,-0.01826777950420732,-1.1102230246251565e-16,0.0,3.0357660829594124e-18,-2.7755575615628914e-17
0.042624818843150405,0.03044629917367886,-0.030446299173678863,-0.006089259834735773,2.220446049250313e-16,1.0842021724855044e-18,0.0,5.204170427930421e-17
0.042624818843150405,0.03044629917367886,-0.030446299173678863,0.006089259834735773,2.7755575615628914e-17,3.686287386450715e-18,3.903127820947816e-18,-1.9081958235744878e-17
0.042624818843150405,0.03044629917367886,-0.030446299173678863,0.018267779504207313,0.0,2.6020852139652106e-18,4.336808689942018e-19,2.42861286636753e-17
0.042624818843150405,0.03044629917367886,-0.030446299173678863,0.03044629917367886,2.7755575615628914e-17,-6.505213034913027e-19,1.734723475976807e-18,-5.377642775528102e-17
0.042624818843150405,0.03044629917367886,-0.030446299173678863,0.042624818843150405,-1.3877787807814457e-16,-3.0357660829594124e-18,3.0357660829594124e-18,-6.938893903907228e-17
0.042624818843150405,0.03044629917367886,-0.030446299173678863,0.05480333851262195,1.1102230246251565e-16,2.168404344971009e-19,-2.168404344971009e-18,1.734723475976807e-18
0.042624818843150405,0.03044629917367886,-0.01826777950420732,-0.05480333851262195,2.7755575615628914e-17,1.734723475976807e-18,-1.734723475976807e-18,-2.949029909160572e-17
0.042624818843150405,0.03044629917367886,-0.01826777950420732,-0.042624818843150405,1.942890293094024e-16,1.734723475976807e-18,-2.6020852139652106e-18,-3.2959746043559335e-17
0.042624818843150405,0.03044629917367886,-0.01826777950420732,-0.030446299173678863,2.7755575615628914e-17,-1.0842021724855044e-18,0.0,-8.673617379884035e-18
0.042624818843150405,0.03044629917367886,-0.01826777950420732,-0.01826777950420732,2.7755575615628914e-17,-4.336808689942018e-19,1.734723475976807e-18,-3.9898639947466563e-17
0.042624818843150405,0.03044629917367886,-0.01826777950420732,-0.006089259834735773,-8.326672684688674e-17,-1.951563910473908e-18,4.336808689942018e-19,-1.0061396160665481e-16
0.042624818843150405,0.03044629917367886,-0.01826777950420732,0.006089259834735773,-5.551115123125783e-17,3.0357660829594124e-18,-4.336808689942018e-19,5.204170427930421e-18
0.042624818843150405,0.03044629917367886,-0.01826777950420732,0.018267779504207313,1.6653345369377348e-16,-4.336808689942018e-19,3.469446951953614e-18,2.42861286636753e-17
0.042624818843150405,0.03044629917367886,-0.01826777950420732,0.03044629917367886,-8.326672684688674e-17,-6.505213034913027e-19,-4.336808689942018e-19,-8.673617379884035e-18
0.042624818843150405,0.03044629917367886,-0.01826777950420732,0.042624818843150405,1.3877787807814457e-16,1.951563910473908e-18,4.336808689942018e-19,2.0816681711721685e-17
0.042624818843150405,0.03044629917367886,-0.01826777950420732,0.05480333851262195,2.7755575615628914e-17,-3.686287386450715e-18,0.0,-3.8163916471489756e-17
0.042624818843150405,0.03044629917367886,-0.006089259834735773,-0.05480333851262195,2.7755575615628914e-17,1.0842021724855044e-18,4.336808689942018e-19,6.418476861114186e-17
0.042624818843150405,0.03044629917367886,-0.006089259834735773,-0.042624818843150405,8.326672684688674e-17,6.505213034913027e-19,-2.6020852139652106e-18,-3.122502256758253e-17
0.042624818843150405,0.03044629917367886,-0.006089259834735773,-0.030446299173678863,2.7755575615628914e-16,1.951563910473908e-18,-1.3010426069826053e-18,6.591949208711867e-17
0.042624818843150405,0.03044629917367886,-0.006089259834735773,-0.01826777950420732,5.551115123125783e-17,6.505213034913027e-19,4.7704895589362195e-18,-6.591949208711867e-17
0.042624818843150405,0.03044629917367886,-0.006089259834735773,-0.006089259834735773,-5.551115123125783e-17,4.336808689942018e-19,1.3010426069826053e-18,3.469446951953614e-18
0.042624818843150405,0.03044629917367886,-0.006089259834735773,0.006089259834735773,3.0531133177191805e-16,6.505213034913027e-19,1.3010426069826053e-18,6.765421556309548e-17
0.042624818843150405,0.03044629917367886,-0.006089259834735773,0.018267779504207313,1.1102230246251565e-16,2.168404344971009e-19,-6.938893903907228e-18,4.683753385137379e-17
0.042624818843150405,0.03044629917367886,-0.006089259834735773,0.03044629917367886,2.7755575615628914e-17,-4.336808689942018e-19,4.7704895589362195e-18,-3.2959746043559335e-17
0.042624818843150405,0.03044629917367886,-0.006089259834735773,0.042624818843150405,-8.326672684688674e-17,8.673617379884035e-19,-1.734723475976807e-18,5.551115123125783e-17
0.042624818843150405,0.03044629917367886,-0.006089259834735773,0.05480333851262195,5.551115123125783e-17,0.0,-2.168404344971009e-18,-3.8163916471489756e-17
0.042624818843150405,0.03044629917367886,0.006089259834735773,-0.05480333851262195,1.1102230246251565e-16,4.336808689942018e-19,0.0,-5.377642775528102e-17
0.042624818843150405,0.03044629917367886,0.006089259834735773,-0.042624818843150405,0.0,-2.168404344971009e-19,-2.168404344971009e-18,7.28583859910259e-17
0.042624818843150405,0.03044629917367886,0.006089259834735773,-0.030446299173678863,-2.7755575615628914e-17,2.168404344971009e-19,-1.3010426069826053e-18,-4.85722573273506e-17
0.042624818843150405,0.03044629917367886,0.006089259834735773,-0.01826777950420732,0.0,4.336808689942018e-19,-4.336808689942018e-18,-1.0408340855860843e-17
0.042624818843150405,0.03044629917367886,0.006089259834735773,-0.006089259834735773,1.6653345369377348e-16,4.336808689942018e-19,0.0,-3.469446951953614e-17
0.042624818843150405,0.03044629917367886,0.006089259834735773,0.006089259834735773,1.6653345369377348e-16,-1.3010426069826053e-18,1.3010426069826053e-18,1.734723475976807e-18
0.042624818843150405,0.03044629917367886,0.006089259834735773,0.018267779504207313,2.7755575615628914e-17,6.505213034913027e-19,3.469446951953614e-18,-5.898059818321144e-17
0.042624818843150405,0.03044629917367886,0.006089259834735773,0.03044629917367886,2.220446049250313e-16,-4.336808689942018e-19,-5.204170427930421e-18,3.469446951953614e-18
0.042624818843150405,0.03044629917367886,0.006089259834735773,0.042624818843150405,2.7755575615628914e-17,2.168404344971009e-19,-1.734723475976807e-18,3.2959746043559335e-17
0.042624818843150405,0.03044629917367886,0.006089259834735773,0.05480333851262195,0.0,-6.505213034913027e-19,5.637851296924623e-18,5.204170427930421e-17
0.042624818843150405,0.03044629917367886,0.018267779504207313,-0.05480333851262195,1.1102230246251565e-16,1.3010426069826053e-18,-1.3010426069826053e-18,1.0408340855860843e-17
0.042624818843150405,0.03044629917367886,0.018267779504207313,-0.042624818843150405,5.551115123125783e-17,0.0,1.734723475976807e-18,5.0306980803327406e-17
0.042624818843150405,0.03044629917367886,0.018267779504207313,-0.030446299173678863,0.0,-4.336808689942018e-19,-4.336808689942018e-19,3.9898639947466563e-17
0.042624818843150405,0.03044629917367886,0.018267779504207313,-0.01826777950420732,2.220446049250313e-16,2.168404344971009e-19,-1.734723475976807e-18,1.5612511283791264e-17
0.042624818843150405,0.03044629917367886,0.018267779504207313,-0.006089259834735773,1.1102230246251565e-16,-8.673617379884035e-19,0.0,5.377642775528102e-17
0.042624818843150405,0.03044629917367886,0.018267779504207313,0.006089259834735773,-1.3877787807814457e-16,2.168404344971009e-18,1.3010426069826053e-18,-7.806255641895632e-17
0.042624818843150405,0.03044629917367886,0.018267779504207313,0.018267779504207313,1.3877787807814457e-16,-3.0357660829594124e-18,-2.168404344971009e-18,8.847089727481716e-17
0.042624818843150405,0.03044629917367886,0.018267779504207313,0.03044629917367886,-2.7755575615628914e-17,6.505213034913027e-19,2.168404344971009e-18,-4.85722573273506e-17
0.042624818843150405,0.03044629917367886,0.018267779504207313,0.042624818843150405,-2.7755575615628914e-17,-8.673617379884035e-19,-4.336808689942018e-19,3.8163916471489756e-17
0.042624818843150405,0.03044629917367886,0.018267779504207313,0.05480333851262195,5.551115123125783e-17,1.3010426069826053e-18,-3.0357660829594124e-18,2.0816681711721685e-17
0.042624818843150405,0.03044629917367886,0.03044629917367886,-0.05480333851262195,0.0,2.168404344971009e-18,2.168404344971009e-18,-2.7755575615628914e-17
0.042624818843150405,0.03044629917367886,0.03044629917367886,-0.042624818843150405,-2.7755575615628914e-17,-1.734723475976807e-18,2.168404344971009e-18,-2.2551405187698492e-17
0.042624818843150405,0.03044629917367886,0.03044629917367886,-0.030446299173678863,5.551115123125783e-17,-4.119968255444917e-18,1.3010426069826053e-18,-1.9081958235744878e-17
0.042624818843150405,0.03044629917367886,0.03044629917367886,-0.01826777950420732,1.1102230246251565e-16,-2.168404344971009e-18,0.0,6.938893903907228e-18
0.042624818843150405,0.03044629917367886,0.03044629917367886,-0.006089259834735773,5.551115123125783e-17,2.168404344971009e-18,1.734723475976807e-18,6.071532165918825e-17
0.042624818843150405,0.03044629917367886,0.03044629917367886,0.006089259834735773,8.326672684688674e-17,4.119968255444917e-18,-4.336808689942018e-19,-2.0816681711721685e-17
0.042624818843150405,0.03044629917367886,0.03044629917367886,0.018267779504207313,5.551115123125783e-17,6.505213034913027e-19,8.673617379884035e-19,-5.204170427930421e-18
0.042624818843150405,0.03044629917367886,0.03044629917367886,0.03044629917367886,8.326672684688674e-17,3.2526065174565133e-18,3.0357660829594124e-18,-1.0408340855860843e-17
0.042624818843150405,0.03044629917367886,0.03044629917367886,0.042624818843150405,5.551115123125783e-17,1.0842021724855044e-18,3.903127820947816e-18,5.551115123125783e-17
0.042624818843150405,0.03044629917367886,0.03044629917367886,0.05480333851262195,-5.551115123125783e-17,1.3010426069826053e-18,4.336808689942018e-19,-2.7755575615628914e-17
0.042624818843150405,0.03044629917367886,0.042624818843150405,-0.05480333851262195,0.0,-1.0842021724855044e-18,1.3010426069826053e-18,1.5612511283791264e-17
0.042624818843150405,0.03044629917367886,0.042624818843150405,-0.042624818843150405,-8.326672684688674e-17,1.5178830414797062e-18,-8.673617379884035e-19,5.898059818321144e-17
0.042624818843150405,0.03044629917367886,0.042624818843150405,-0.030446299173678863,5.551115123125783e-17,-1.734723475976807e-18,3.0357660829594124e-18,3.8163916471489756e-17
0.042624818843150405,0.03044629917367886,0.042624818843150405,-0.01826777950420732,-2.7755575615628914e-17,0.0,0.0,8.673617379884035e-18
0.042624818843150405,0.03044629917367886,0.042624818843150405,-0.006089259834735773,5.551115123125783e-17,3.0357660829594124e-18,3.469446951953614e-18,-2.949029909160572e-17
0.042624818843150405,0.03044629917367886,0.042624818843150405,0.006089259834735773,3.0531133177191805e-16,-4.7704895589362195e-18,-4.336808689942018e-19,3.122502256758253e-17
0.042624818843150405,0.03044629917367886,0.042624818843150405,0.018267779504207313,1.1102230246251565e-16,3.686287386450715e-18,4.336808689942018e-19,-3.642919299551295e-17
0.042624818843150405,0.03044629917367886,0.042624818843150405,0.03044629917367886,5.551115123125783e-17,-5.854691731421724e-18,1.3010426069826053e-18,6.938893903907228e-18
0.042624818843150405,0.03044629917367886,0.042624818843150405,0.042624818843150405,1.6653345369377348e-16,8.673617379884035e-19,4.336808689942018e-18,-1.3877787807814457e-17
0.042624818843150405,0.03044629917367886,0.042624818843150405,0.05480333851262195,1.1102230246251565e-16,-2.168404344971009e-18,2.6020852139652106e-18,-3.2959746043559335e-17
0.042624818843150405,0.03044629917367886,0.05480333851262195,-0.05480333851262195,-5.551115123125783e-17,3.903127820947816e-18,1.734723475976807e-18,-7.112366251504909e-17
0.042624818843150405,0.03044629917367886,0.05480333851262195,-0.042624818843150405,8.326672684688674e-17,-8.673617379884035e-19,4.336808689942018e-18,-1.5612511283791264e-17
0.042624818843150405,0.03044629917367886,0.05480333851262195,-0.030446299173678863,-2.7755575615628914e-17,-4.336808689942018e-18,-3.903127820947816e-18,4.5102810375396984e-17
0.042624818843150405,0.03044629917367886,0.05480333851262195,-0.01826777950420732,5.551115123125783e-17,6.5052130349130266e-18,7.37257477290143e-18,-7.112366251504909e-17
0.042624818843150405,0.03044629917367886,0.05480333851262195,-0.006089259834735773,1.3877787807814457e-16,1.0842021724855044e-18,3.903127820947816e-18,-5.377642775528102e-17
0.042624818843150405,0.03044629917367886,0.05480333851262195,0.006089259834735773,-1.1102230246251565e-16,-8.673617379884035e-19,4.336808689942018e-19,3.469446951953614e-18
0.042624818843150405,0.03044629917367886,0.05480333851262195,0.018267779504207313,8.326672684688674e-17,-2.3852447794681098e-18,2.6020852139652106e-18,-1.734723475976807e-17
0.042624818843150405,0.03044629917367886,0.05480333851262195,0.03044629917367886,0.0,-7.806255641895632e-18,1.3010426069826053e-18,-6.938893903907228e-18
0.042624818843150405,0.03044629917367886,0.05480333851262195,0.042624818843150405,8.326672684688674e-17,4.336808689942018e-19,-8.673617379884035e-19,-3.469446951953614e-18
0.042624818843150405,0.03044629917367886,0.05480333851262195,0.05480333851262195,2.498001805406602e-16,4.9873299934333204e-18,-2.168404344971009e-18,4.85722573273506e-17
0.042624818843150405,0.042624818843150405,-0.05480333851262195,-0.05480333851262195,-2.7755575615628914e-17,-8.673617379884035e-19,-4.336808689942018e-19,1.9081958235744878e-17
0.042624818843150405,0.042624818843150405,-0.05480333851262195,-0.042624818843150405,1.3877787807814457e-16,-3.0357660829594124e-18,-1.3010426069826053e-18,-5.204170427930421e-18
0.042624818843150405,0.042624818843150405,-0.05480333851262195,-0.030446299173678863,5.551115123125783e-17,4.7704895589362195e-18,-4.336808689942018e-18,9.8879238130678e-17
0.042624818843150405,0.042624818843150405,-0.05480333851262195,-0.01826777950420732,-1.3877787807814457e-16,-6.5052130349130266e-18,1.734723475976807e-18,4.683753385137379e-17
0.042624818843150405,0.042624818843150405,-0.05480333851262195,-0.006089259834735773,-1.1102230246251565e-16,-1.0842021724855044e-18,-1.3010426069826053e-18,-1.3877787807814457e-17
0.042624818843150405,0.042624818843150405,-0.05480333851262195,0.006089259834735773,-5.551115123125783e-17,-5.637851296924623e-18,6.5052130349130266e-18,-5.377642775528102e-17
0.042624818843150405,0.042624818843150405,-0.05480333851262195,0.018267779504207313,-5.551115123125783e-17,4.7704895589362195e-18,-4.336808689942018e-19,-1.3877787807814457e-17
0.042624818843150405,0.042624818843150405,-0.05480333851262195,0.03044629917367886,1.942890293094024e-16,-4.336808689942018e-19,1.734723475976807e-18,3.2959746043559335e-17
0.042624818843150405,0.042624818843150405,-0.05480333851262195,0.042624818843150405,0.0,-8.673617379884035e-19,-3.469446951953614e-18,2.688821387764051e-17
0.042624818843150405,0.042624818843150405,-0.05480333851262195,0.05480333851262195,2.220446049250313e-16,4.336808689942018e-19,2.6020852139652106e-18,-1.0061396160665481e-16
0.042624818843150405,0.042624818843150405,-0.042624818843150405,-0.05480333851262195,0.0,4.119968255444917e-18,4.336808689942018e-19,-3.642919299551295e-17
0.042624818843150405,0.042624818843150405,-0.042624818843150405,-0.042624818843150405,1.1102230246251565e-16,5.637851296924623e-18,4.7704895589362195e-18,2.6020852139652106e-17
0.042624818843150405,0.042624818843150405,-0.042624818843150405,-0.030446299173678863,1.1102230246251565e-16,2.6020852139652106e-18,-4.7704895589362195e-18,-1.5612511283791264e-17
0.042624818843150405,0.042624818843150405,-0.042624818843150405,-0.01826777950420732,5.551115123125783e-17,4.7704895589362195e-18,2.168404344971009e-18,8.500145032286355e-17
0.042624818843150405,0.042624818843150405,-0.042624818843150405,-0.006089259834735773,0.0,-8.673617379884035e-19,-4.336808689942018e-19,2.949029909160572e-17
0.042624818843150405,0.042624818843150405,-0.042624818843150405,0.006089259834735773,-1.1102230246251565e-16,-3.2526065174565133e-18,-1.3010426069826053e-18,2.2551405187698492e-17
0.042624818843150405,0.042624818843150405,-0.042624818843150405,0.018267779504207313,-1.1102230246251565e-16,-2.6020852139652106e-18,-4.336808689942018e-19,-5.898059818321144e-17
0.042624818843150405,0.042624818843150405,-0.042624818843150405,0.03044629917367886,2.7755575615628914e-17,2.8189256484623115e-18,3.469446951953614e-18,8.673617379884035e-18
0.042624818843150405,0.042624818843150405,-0.042624818843150405,0.042624818843150405,5.551115123125783e-17,2.168404344971009e-19,-3.903127820947816e-18,1.0408340855860843e-17
0.042624818843150405,0.042624818843150405,-0.042624818843150405,0.05480333851262195,8.326672684688674e-17,-6.7220534694101275e-18,1.734723475976807e-18,-5.551115123125783e-17
0.042624818843150405,0.042624818843150405,-0.030446299173678863,-0.05480333851262195,8.326672684688674e-17,1.734723475976807e-18,-8.673617379884035e-19,5.377642775528102e-17
0.042624818843150405,0.042624818843150405,-0.030446299173678863,-0.042624818843150405,1.3877787807814457e-16,8.673617379884035e-19,-4.336808689942018e-19,7.806255641895632e-17
0.042624818843150405,0.042624818843150405,-0.030446299173678863,-0.030446299173678863,1.942890293094024e-16,2.168404344971009e-18,1.3010426069826053e-18,8.153200337090993e-17
0.042624818843150405,0.042624818843150405,-0.030446299173678863,-0.01826777950420732,-5.551115123125783e-17,4.336808689942018e-18,3.0357660829594124e-18,-1.0408340855860843e-17
0.042624818843150405,0.042624818843150405,-0.030446299173678863,-0.006089259834735773,5.551115123125783e-17,-1.0842021724855044e-18,3.903127820947816e-18,5.898059818321144e-17
0.042624818843150405,0.042624818843150405,-0.030446299173678863,0.006089259834735773,-2.7755575615628914e-17,-2.168404344971009e-19,-2.168404344971009e-18,-1.0408340855860843e-17
0.042624818843150405,0.042624818843150405,-0.030446299173678863,0.018267779504207313,5.551115123125783e-17,4.336808689942018e-18,8.673617379884035e-19,3.9898639947466563e-17
0.042624818843150405,0.042624818843150405,-0.030446299173678863,0.03044629917367886,-1.3877787807814457e-16,-3.903127820947816e-18,-1.734723475976807e-18,-1.734723475976807e-17
